proteinA	proteinB	score	score_coexp	score_exp	score_db	score_textmine
MAPK8	CDKN2A	0.838	0.314	0.049	0.0	0.772
MAPK8	H2AX	0.95	0.629	0.0	0.5	0.753
MAPK8	ESR1	0.964	0.0	0.0	0.9	0.659
MAPK8	RELA	0.975	0.045	0.054	0.9	0.758
MAPK8	BCL2	0.979	0.287	0.094	0.9	0.713
BCL2	HDAC2	0.456	0.0	0.074	0.0	0.437
BCL2	H2BC3	0.575	0.0	0.0	0.5	0.186
BCL2	H2BC11	0.577	0.0	0.0	0.5	0.189
BCL2	H2AX	0.579	0.0	0.0	0.0	0.579
BCL2	CHEK1	0.583	0.0	0.0	0.0	0.583
BCL2	RAD51	0.597	0.0	0.054	0.0	0.592
BCL2	CCNA2	0.69	0.0	0.0	0.0	0.69
BCL2	CCNL2	0.691	0.0	0.0	0.0	0.691
BCL2	CDKN2A	0.717	0.045	0.0	0.0	0.716
BCL2	BRCA1	0.8	0.201	0.0	0.0	0.76
BCL2	CDKN1A	0.82	0.0	0.087	0.0	0.811
BCL2	ESR1	0.897	0.045	0.083	0.5	0.794
BCL2	RELA	0.898	0.292	0.0	0.0	0.862
BCL2	CREB1	0.925	0.0	0.061	0.75	0.708
BCL2	HIF1A	0.946	0.51	0.0	0.0	0.895
BCL2	MYC	0.955	0.3	0.065	0.0	0.937
BCL2	BBC3	0.999	0.882	0.042	0.9	0.994
CCNL2	HIF1A	0.474	0.0	0.0	0.0	0.474
CCNL2	CHEK1	0.598	0.0	0.0	0.0	0.598
CCNL2	BRCA1	0.616	0.292	0.0	0.0	0.48
CCNL2	CREB1	0.622	0.0	0.0	0.0	0.622
CCNL2	ESR1	0.745	0.046	0.0	0.0	0.744
CCNL2	MYC	0.813	0.0	0.042	0.0	0.813
CCNL2	CCNA2	0.958	0.0	0.0	0.0	0.958
CCNL2	CDKN2A	0.962	0.0	0.042	0.0	0.962
CCNL2	CDKN1A	0.996	0.0	0.042	0.0	0.996
RELA	RAD51	0.43	0.306	0.0	0.0	0.212
RELA	CHEK1	0.49	0.311	0.042	0.0	0.29
RELA	CDKN1A	0.745	0.512	0.142	0.0	0.439
RELA	CDKN2A	0.851	0.334	0.064	0.0	0.78
RELA	MYC	0.852	0.621	0.118	0.0	0.594
RELA	BRCA1	0.878	0.617	0.0	0.0	0.695
RELA	ESR1	0.978	0.787	0.0	0.0	0.904
RELA	HDAC2	0.986	0.874	0.055	0.0	0.895
RELA	CREB1	0.986	0.0	0.101	0.0	0.986
RELA	HIF1A	0.989	0.292	0.079	0.0	0.985
CDKN1A	CREB1	0.578	0.0	0.0	0.0	0.578
CDKN1A	H2AX	0.58	0.0	0.0	0.0	0.58
CDKN1A	HIF1A	0.609	0.0	0.118	0.0	0.575
CDKN1A	HDAC2	0.62	0.292	0.0	0.0	0.485
CDKN1A	CHEK1	0.74	0.292	0.0	0.0	0.647
CDKN1A	BBC3	0.808	0.0	0.111	0.0	0.793
CDKN1A	BRCA1	0.809	0.292	0.0	0.0	0.742
CDKN1A	ESR1	0.842	0.625	0.0	0.0	0.597
CDKN1A	CDKN2A	0.966	0.049	0.06	0.5	0.933
CDKN1A	MYC	0.981	0.32	0.105	0.5	0.945
CDKN1A	CCNA2	0.999	0.924	0.0	0.9	0.995
HIPK2	H2AX	0.461	0.0	0.0	0.0	0.461
HIPK2	CREB1	0.554	0.0	0.044	0.0	0.552
HIPK2	HIF1A	0.571	0.0	0.0	0.0	0.571
CREB1	H2BC11	0.509	0.165	0.0	0.0	0.437
CREB1	CCNA2	0.617	0.0	0.042	0.0	0.617
CREB1	CDKN2A	0.617	0.046	0.042	0.0	0.615
CREB1	BRCA1	0.641	0.464	0.054	0.0	0.349
CREB1	ESR1	0.757	0.046	0.056	0.0	0.751
CREB1	HDAC2	0.769	0.511	0.098	0.0	0.518
CREB1	MYC	0.789	0.0	0.057	0.0	0.785
CREB1	HIF1A	0.833	0.292	0.109	0.0	0.757
CHEK1	HDAC2	0.413	0.051	0.104	0.0	0.353
CHEK1	HIF1A	0.429	0.0	0.062	0.0	0.417
CHEK1	ESR1	0.455	0.0	0.055	0.0	0.447
CHEK1	CDKN2A	0.724	0.055	0.072	0.0	0.711
CHEK1	MYC	0.76	0.0	0.085	0.0	0.749
CHEK1	H2AX	0.898	0.092	0.149	0.0	0.879
CHEK1	CCNA2	0.939	0.0	0.79	0.0	0.721
CHEK1	BRCA1	0.996	0.676	0.389	0.5	0.965
CHEK1	RAD51	0.998	0.553	0.573	0.75	0.973
BBC3	MYC	0.403	0.0	0.0	0.0	0.403
ESR1	CCNA2	0.559	0.0	0.049	0.0	0.555
ESR1	RAD51	0.568	0.292	0.0	0.0	0.415
ESR1	H2BC3	0.593	0.049	0.0	0.5	0.213
ESR1	H2BC11	0.595	0.049	0.0	0.5	0.218
ESR1	CDKN2A	0.667	0.0	0.0	0.0	0.667
ESR1	H2AX	0.681	0.07	0.0	0.5	0.371
ESR1	HDAC2	0.903	0.343	0.0	0.0	0.858
ESR1	UBE3A	0.923	0.82	0.0	0.0	0.59
ESR1	HIF1A	0.948	0.636	0.067	0.0	0.861
ESR1	MYC	0.982	0.62	0.053	0.5	0.913
ESR1	BRCA1	0.999	0.904	0.0	0.0	0.995
CDKN2A	UBE3A	0.4	0.0	0.049	0.0	0.395
CDKN2A	RAD51	0.444	0.0	0.056	0.0	0.436
CDKN2A	HDAC2	0.485	0.094	0.049	0.0	0.45
CDKN2A	H2BC3	0.591	0.074	0.05	0.5	0.18
CDKN2A	H2BC11	0.593	0.074	0.048	0.5	0.187
CDKN2A	CCNA2	0.696	0.0	0.056	0.0	0.692
CDKN2A	H2AX	0.768	0.05	0.06	0.5	0.542
CDKN2A	BRCA1	0.832	0.309	0.045	0.0	0.766
CDKN2A	HIF1A	0.956	0.426	0.0	0.0	0.927
CDKN2A	MYC	0.998	0.783	0.055	0.9	0.929
BRCA1	UBE3A	0.538	0.292	0.049	0.0	0.37
BRCA1	HIF1A	0.637	0.292	0.044	0.0	0.507
BRCA1	H2BC11	0.799	0.125	0.073	0.5	0.563
BRCA1	H2BC3	0.888	0.533	0.056	0.5	0.552
BRCA1	HDAC2	0.953	0.61	0.064	0.0	0.883
BRCA1	CCNA2	0.956	0.51	0.387	0.5	0.746
BRCA1	H2AX	0.999	0.9	0.084	0.5	0.983
BRCA1	MYC	0.999	0.825	0.049	0.0	0.995
BRCA1	RAD51	0.999	0.923	0.501	0.8	0.999
HDAC2	RAD51	0.431	0.071	0.067	0.0	0.396
HDAC2	CCNA2	0.467	0.157	0.109	0.0	0.347
HDAC2	H2BC11	0.753	0.134	0.0	0.65	0.251
HDAC2	HIF1A	0.781	0.609	0.064	0.0	0.45
HDAC2	H2BC3	0.822	0.36	0.0	0.65	0.269
HDAC2	MYC	0.838	0.426	0.056	0.0	0.726
HDAC2	H2AX	0.885	0.515	0.065	0.65	0.362
H2AX	HIF1A	0.54	0.292	0.047	0.0	0.373
H2AX	CCNA2	0.777	0.0	0.248	0.5	0.456
H2AX	MYC	0.785	0.292	0.081	0.4	0.516
H2AX	H2BC3	0.819	0.393	0.25	0.4	0.39
H2AX	H2BC11	0.98	0.933	0.258	0.4	0.381
H2AX	RAD51	0.993	0.822	0.138	0.5	0.921
HIF1A	CCNA2	0.462	0.0	0.054	0.0	0.455
HIF1A	NDN	0.627	0.335	0.0	0.0	0.462
HIF1A	MYC	0.993	0.435	0.091	0.4	0.982
H2BC11	RAD51	0.635	0.0	0.061	0.5	0.285
H2BC11	CCNA2	0.645	0.0	0.078	0.5	0.291
H2BC11	MYC	0.684	0.053	0.059	0.5	0.375
H2BC11	H2BC3	0.712	0.354	0.311	0.4	0.043
MYC	RAD51	0.581	0.0	0.067	0.0	0.57
MYC	H2BC3	0.68	0.053	0.0	0.5	0.379
MYC	CCNA2	0.734	0.0	0.087	0.0	0.72
MYC	UBE3A	0.935	0.124	0.0	0.0	0.929
CCNA2	H2BC3	0.632	0.0	0.044	0.5	0.292
CCNA2	RAD51	0.791	0.0	0.616	0.0	0.479
H2BC3	RAD51	0.63	0.0	0.049	0.5	0.285
UBE3A	NDN	0.801	0.0	0.045	0.0	0.8
